Using device = cuda
Training params:
MAX_GRAD_NORM=1.2, 
      EPSILON = 10, 
      DELTA = 1e-05,
      EPOCHS = 30, 
      LR = 0.01 
	Train Epoch: 0 	Loss: 3.386290 Acc@1: 11.427879 (ε spent so far = 2.96, δ = 1e-05)
	Train Epoch: 23 	Loss: 1.817074 Acc@1: 37.296676 (ε spent so far = 9.08, δ = 1e-05)
	Train Epoch: 23 	Loss: 1.817832 Acc@1: 37.021549 (ε spent so far = 9.10, δ = 1e-05)
	Train Epoch: 23 	Loss: 1.824445 Acc@1: 36.678958 (ε spent so far = 9.11, δ = 1e-05)
	Train Epoch: 23 	Loss: 1.820486 Acc@1: 36.612522 (ε spent so far = 9.12, δ = 1e-05)
	Train Epoch: 23 	Loss: 1.820910 Acc@1: 36.550502 (ε spent so far = 9.14, δ = 1e-05)
	Train Epoch: 23 	Loss: 1.819187 Acc@1: 36.571604 (ε spent so far = 9.15, δ = 1e-05)
	Train Epoch: 23 	Loss: 1.818484 Acc@1: 36.655181 (ε spent so far = 9.17, δ = 1e-05)
	Train Epoch: 23 	Loss: 1.816930 Acc@1: 36.669023 (ε spent so far = 9.18, δ = 1e-05)
	Train Epoch: 23 	Loss: 1.816240 Acc@1: 36.650178 (ε spent so far = 9.19, δ = 1e-05)
	Test set:Loss: 1.801916 Acc: 36.580000 
	Train Epoch: 24 	Loss: 1.810339 Acc@1: 35.618425 (ε spent so far = 9.21, δ = 1e-05)
	Train Epoch: 24 	Loss: 1.838747 Acc@1: 35.129837 (ε spent so far = 9.22, δ = 1e-05)
	Train Epoch: 24 	Loss: 1.839574 Acc@1: 35.612040 (ε spent so far = 9.24, δ = 1e-05)
	Train Epoch: 24 	Loss: 1.841485 Acc@1: 35.652172 (ε spent so far = 9.25, δ = 1e-05)
	Train Epoch: 24 	Loss: 1.840393 Acc@1: 35.769341 (ε spent so far = 9.26, δ = 1e-05)
	Train Epoch: 24 	Loss: 1.837457 Acc@1: 35.854807 (ε spent so far = 9.28, δ = 1e-05)
	Train Epoch: 24 	Loss: 1.840653 Acc@1: 35.735673 (ε spent so far = 9.29, δ = 1e-05)
	Train Epoch: 24 	Loss: 1.845320 Acc@1: 35.577975 (ε spent so far = 9.31, δ = 1e-05)
	Train Epoch: 24 	Loss: 1.846493 Acc@1: 35.517629 (ε spent so far = 9.32, δ = 1e-05)
	Train Epoch: 24 	Loss: 1.847953 Acc@1: 35.601449 (ε spent so far = 9.33, δ = 1e-05)
	Test set:Loss: 1.841682 Acc: 35.270000 
	Train Epoch: 25 	Loss: 1.860680 Acc@1: 35.229841 (ε spent so far = 9.35, δ = 1e-05)
	Train Epoch: 25 	Loss: 1.872565 Acc@1: 35.270955 (ε spent so far = 9.36, δ = 1e-05)
	Train Epoch: 25 	Loss: 1.867940 Acc@1: 35.493089 (ε spent so far = 9.37, δ = 1e-05)
	Train Epoch: 25 	Loss: 1.855892 Acc@1: 35.645555 (ε spent so far = 9.39, δ = 1e-05)
	Train Epoch: 25 	Loss: 1.842393 Acc@1: 35.896117 (ε spent so far = 9.40, δ = 1e-05)
	Train Epoch: 25 	Loss: 1.834000 Acc@1: 35.931802 (ε spent so far = 9.41, δ = 1e-05)
	Train Epoch: 25 	Loss: 1.833317 Acc@1: 35.789976 (ε spent so far = 9.43, δ = 1e-05)
	Train Epoch: 25 	Loss: 1.833110 Acc@1: 35.704751 (ε spent so far = 9.44, δ = 1e-05)
	Train Epoch: 25 	Loss: 1.829967 Acc@1: 35.778574 (ε spent so far = 9.45, δ = 1e-05)
	Train Epoch: 25 	Loss: 1.828728 Acc@1: 35.850795 (ε spent so far = 9.47, δ = 1e-05)
	Test set:Loss: 1.815480 Acc: 36.310000 
	Train Epoch: 26 	Loss: 1.801524 Acc@1: 37.834198 (ε spent so far = 9.48, δ = 1e-05)
	Train Epoch: 26 	Loss: 1.794804 Acc@1: 37.515112 (ε spent so far = 9.50, δ = 1e-05)
	Train Epoch: 26 	Loss: 1.797909 Acc@1: 37.259248 (ε spent so far = 9.51, δ = 1e-05)
	Train Epoch: 26 	Loss: 1.804067 Acc@1: 37.067188 (ε spent so far = 9.52, δ = 1e-05)
	Train Epoch: 26 	Loss: 1.798135 Acc@1: 37.119614 (ε spent so far = 9.54, δ = 1e-05)
	Train Epoch: 26 	Loss: 1.796702 Acc@1: 37.141551 (ε spent so far = 9.55, δ = 1e-05)
	Train Epoch: 26 	Loss: 1.797015 Acc@1: 37.088234 (ε spent so far = 9.56, δ = 1e-05)
	Train Epoch: 26 	Loss: 1.797575 Acc@1: 37.069614 (ε spent so far = 9.58, δ = 1e-05)
	Train Epoch: 26 	Loss: 1.799175 Acc@1: 36.915942 (ε spent so far = 9.59, δ = 1e-05)
	Train Epoch: 26 	Loss: 1.793922 Acc@1: 37.075390 (ε spent so far = 9.60, δ = 1e-05)
	Test set:Loss: 1.799147 Acc: 37.300000 
	Train Epoch: 27 	Loss: 1.787452 Acc@1: 37.413084 (ε spent so far = 9.62, δ = 1e-05)
	Train Epoch: 27 	Loss: 1.780355 Acc@1: 38.387992 (ε spent so far = 9.63, δ = 1e-05)
	Train Epoch: 27 	Loss: 1.796939 Acc@1: 37.728261 (ε spent so far = 9.64, δ = 1e-05)
	Train Epoch: 27 	Loss: 1.796938 Acc@1: 37.737564 (ε spent so far = 9.66, δ = 1e-05)
	Train Epoch: 27 	Loss: 1.793858 Acc@1: 37.836517 (ε spent so far = 9.67, δ = 1e-05)
	Train Epoch: 27 	Loss: 1.788161 Acc@1: 37.795106 (ε spent so far = 9.68, δ = 1e-05)
	Train Epoch: 27 	Loss: 1.789869 Acc@1: 37.794655 (ε spent so far = 9.70, δ = 1e-05)
	Train Epoch: 27 	Loss: 1.791109 Acc@1: 37.608450 (ε spent so far = 9.71, δ = 1e-05)
	Train Epoch: 27 	Loss: 1.792486 Acc@1: 37.536350 (ε spent so far = 9.72, δ = 1e-05)
	Train Epoch: 27 	Loss: 1.794794 Acc@1: 37.480569 (ε spent so far = 9.73, δ = 1e-05)
	Test set:Loss: 1.834242 Acc: 36.680000 
	Train Epoch: 28 	Loss: 1.809836 Acc@1: 36.355219 (ε spent so far = 9.75, δ = 1e-05)
	Train Epoch: 28 	Loss: 1.800355 Acc@1: 36.466994 (ε spent so far = 9.76, δ = 1e-05)
	Train Epoch: 28 	Loss: 1.795169 Acc@1: 36.982034 (ε spent so far = 9.77, δ = 1e-05)
	Train Epoch: 28 	Loss: 1.799458 Acc@1: 36.901921 (ε spent so far = 9.79, δ = 1e-05)
	Train Epoch: 28 	Loss: 1.800305 Acc@1: 36.908482 (ε spent so far = 9.80, δ = 1e-05)
	Train Epoch: 28 	Loss: 1.803550 Acc@1: 36.962281 (ε spent so far = 9.81, δ = 1e-05)
	Train Epoch: 28 	Loss: 1.806920 Acc@1: 36.786891 (ε spent so far = 9.83, δ = 1e-05)
	Train Epoch: 28 	Loss: 1.807241 Acc@1: 36.866417 (ε spent so far = 9.84, δ = 1e-05)
	Train Epoch: 28 	Loss: 1.807303 Acc@1: 36.960009 (ε spent so far = 9.85, δ = 1e-05)
	Train Epoch: 28 	Loss: 1.810718 Acc@1: 36.923916 (ε spent so far = 9.86, δ = 1e-05)
	Test set:Loss: 1.830149 Acc: 37.690000 
	Train Epoch: 29 	Loss: 1.834222 Acc@1: 36.741201 (ε spent so far = 9.88, δ = 1e-05)
	Train Epoch: 29 	Loss: 1.835346 Acc@1: 37.272058 (ε spent so far = 9.89, δ = 1e-05)
	Train Epoch: 29 	Loss: 1.825165 Acc@1: 37.455080 (ε spent so far = 9.90, δ = 1e-05)
	Train Epoch: 29 	Loss: 1.820710 Acc@1: 37.303978 (ε spent so far = 9.92, δ = 1e-05)
	Train Epoch: 29 	Loss: 1.823135 Acc@1: 37.288319 (ε spent so far = 9.93, δ = 1e-05)
	Train Epoch: 29 	Loss: 1.824446 Acc@1: 37.392359 (ε spent so far = 9.94, δ = 1e-05)
	Train Epoch: 29 	Loss: 1.823921 Acc@1: 37.317743 (ε spent so far = 9.96, δ = 1e-05)
	Train Epoch: 29 	Loss: 1.822426 Acc@1: 37.296477 (ε spent so far = 9.97, δ = 1e-05)
	Train Epoch: 29 	Loss: 1.824561 Acc@1: 37.286408 (ε spent so far = 9.98, δ = 1e-05)
	Train Epoch: 29 	Loss: 1.827443 Acc@1: 37.144416 (ε spent so far = 9.99, δ = 1e-05)
	Test set:Loss: 1.838557 Acc: 37.690000 
